post_datetime,views,likes,comments,shares,engagement_rate,sentiment_score,is_viral,platform_TikTok,platform_X,platform_YouTube Shorts,content_type_image,content_type_text,content_type_video,topic_Entertainment,topic_Lifestyle,topic_Politics,topic_Sports,topic_Technology,language_es,language_fr,language_hi,language_ur,region_India,region_Pakistan,region_UK,region_US,ai,funny,fyp,music,news,tech,trending,viral
2024-08-04,201492,11194,22428,33419,0.3327,-0.257,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,0.0,0.4452515922066624,0.4572253424247754,0.4419357432057032,0.0,0.45403212357092887,0.4373141153963296,0.0
2024-03-05,8850584,384808,3267,70533,0.0518,-0.114,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.5015406134249801,0.4952796284666808,0.0,0.0,0.49807921197948424,0.5050467318032039,0.0,0.0
2024-11-17,637497,30357,14216,95990,0.2205,-0.078,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.0,0.44256132324887343,0.45446272648589997,0.0,0.44506291490086153,0.4512888014823355,0.0,0.44256132324887343
2024-07-06,7246215,483081,14237,25614,0.0722,0.898,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.49774485809055413,0.0,0.49403808461838633,0.5005583763905235,0.5075605766963125,0.0,0.0
2024-06-08,7621952,293152,19615,46647,0.0472,-0.254,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.58218524572861,0.5749175330670991,0.0,0.0,0.0,0.0,0.0,0.5749175330670991
2024-12-23,2323698,178746,25520,36183,0.1035,0.289,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.6974966320534551,0.0,0.7165880603764528,0.0,0.0
2024-03-26,271432,19388,13293,29878,0.2305,0.109,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.44943695517104465,0.44382640651215594,0.0,0.0,0.4463351490866586,0.45257883267049037,0.0,0.44382640651215594
2024-04-23,9278764,488356,6987,39105,0.0576,-0.592,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.0,0.7097446247699346,0.0,0.7044590602797189,0.0,0.0,0.0,0.0
2024-12-06,8648059,455161,9946,61170,0.0609,-0.094,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.5013352374952338,0.49507681634846346,0.5083904714627695,0.0,0.0,0.0,0.0,0.49507681634846346
2024-04-14,1318262,59921,21138,44436,0.0952,0.558,0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.0,0.0,0.0,0.49403808461838633,0.5005583763905235,0.5075605766963125,0.0,0.49774485809055413
2024-04-02,4036152,336346,7231,86796,0.1066,0.606,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0,0.6976637318627725,0.7164253745110578,0.0,0.0,0.0,0.0,0.0
2024-07-06,12595996,449857,47274,68227,0.0449,0.907,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,0.0,0.0,0.7164253745110578,0.0,0.0,0.0,0.0,0.6976637318627725
2024-10-17,2152752,102512,19409,25381,0.0684,-0.446,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0.5825224636250167,0.0,0.0,0.5709665724941813,0.5785021628883406,0.0,0.0,0.0
2024-02-29,2947184,184199,23994,24520,0.079,-0.29,1,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.4987034114563734,0.5052852759961638,0.0,0.49348812486674926,0.502445188929853
2024-04-28,5643180,470265,15000,23560,0.0902,-0.538,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.0,0.0,0.45852218919694476,0.4431892234678496,0.449038414324278,0.0,0.43855448714818435,0.44651447734573685
2024-04-27,2354400,98100,21124,51540,0.0725,-0.507,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.7154089680784527,0.0,0.6987059527390069,0.0
2024-12-30,281787,25617,13122,22251,0.2164,0.003,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5015406134249801,0.0,0.0,0.0,0.49807921197948424,0.5050467318032039,0.0,0.4952796284666808
2024-10-31,9687640,484382,1267,54200,0.0557,-0.249,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.5031586004853426,0.4968774173768307,0.0,0.4931771038533174,0.0,0.5066760297205862,0.0,0.0
2024-11-27,1375218,105786,22620,3328,0.0958,0.994,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.44878864417386793,0.44318618870881626,0.45510439589010315,0.0,0.4456913124322623,0.0,0.0,0.44318618870881626
2024-12-26,4696920,173960,16853,46831,0.0506,0.238,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5810975122241011,0.0,0.0,0.0,0.5770870458432217,0.0,0.0,0.5738433782896726
2024-12-21,7691652,427314,27235,9077,0.0603,-0.329,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5049377189273292,0.4986343261841314,0.0,0.4949209287224235,0.5014528722301795,0.0,0.0,0.0
2024-11-22,8201592,390552,5755,78769,0.0579,0.705,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0.0,0.5721757009150253,0.5875627069213966,0.0,0.0,0.0,0.0,0.5721757009150253
2024-08-27,7657362,425409,25505,87955,0.0704,-0.229,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,0.49980684530270614,0.0,0.5068405703801698,0.48989183969962213,0.0,0.5033008434336073,0.0,0.0
2024-01-11,2887806,481301,17483,35180,0.1849,-0.05,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.4500952455820743,0.4444764791512817,0.0,0.44116640252238204,0.44698889628160704,0.45324172499021204,0.0,0.0
2024-06-18,2811942,200853,32106,2776,0.0838,-0.85,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.5803494024437424,0.0,0.5885165937978092,0.0,0.0,0.0,0.5628879017245046,0.0
2024-10-31,12735466,439154,19544,57125,0.0405,0.936,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.4510165429736748,0.0,0.45736364765717236,0.4420694235160387,0.44790383530453776,0.0,0.4374463977191763,0.0
2024-05-13,5014953,185739,37104,75832,0.0596,0.597,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.0,0.0,0.0,0.5733854077913481,0.5809529218617933,0.0,0.0,0.5776875251484964
2024-06-01,9869020,352465,49348,25480,0.0433,-0.741,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.7046395310705114,0.0,0.0,0.0,0.0,0.7095654524092403,0.0,0.0
2024-12-18,3966032,495754,44576,15409,0.1401,0.348,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7141548858132769,0.0,0.0,0.6999877135129056,0.0,0.0,0.0,0.0
2024-03-26,7243470,278595,4136,44826,0.0452,0.796,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,0.4452515922066624,0.4572253424247754,0.4419357432057032,0.0,0.45403212357092887,0.4373141153963296,0.0
2024-04-15,8413132,300469,38852,12454,0.0418,-0.69,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,0.0,0.0,0.719026688264767,0.6949824613348178,0.0,0.0,0.0,0.0
2024-07-12,11046942,409146,47898,44674,0.0454,0.413,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,0.0,0.5807808220415317,0.0,0.0,0.0,0.0,0.570427272750458,0.5807808220415317
2024-08-01,1210905,134545,10340,23742,0.1393,-0.043,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.5770106400374754,0.5698075245940764,0.58513084536667,0.0,0.0,0.0,0.0,0.0
2024-12-11,2974122,165229,1452,19584,0.0626,-0.377,1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,0.0,0.0,0.5827024924163553,0.0,0.5706502528824362,0.5786329529304213,0.0,0.0
2024-03-27,10340757,382991,19572,79676,0.0466,-0.835,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5035204529895954,0.49723475269339096,0.5106064392470742,0.0,0.0,0.0,0.48837057480413265,0.0
2024-05-18,13878066,478554,25571,73194,0.0416,0.43,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.0,0.44256132324887343,0.45446272648589997,0.0,0.44506291490086153,0.4512888014823355,0.0,0.44256132324887343
2024-10-05,4287128,252184,41190,92950,0.0901,-0.306,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.453474820633069,0.4478138652588622,0.0,0.4444789346629373,0.45034514706801865,0.0,0.43983071094104914,0.0
2024-01-03,8005346,421334,45996,73617,0.0676,-0.602,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.0,0.0,0.7226670133642387,0.0,0.0,0.0,0.6911963453283092,0.0
2024-07-31,2210442,170034,21163,43857,0.1063,0.881,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.720242537222878,0.6937223418448848,0.0
2024-03-29,5558541,326973,28383,54354,0.0737,0.483,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.5733155134686059,0.0,0.5813837177004644,0.0,0.0,0.5773233884133012,0.0,0.0
2024-04-29,726902,66082,36688,17619,0.1656,-0.766,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.57839046709052,0.5711701265686469,0.0,0.0,0.0,0.582433819497431,0.0,0.0
2024-12-12,4095873,151699,23574,11152,0.0455,0.397,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.0,0.6976637318627725,0.7164253745110578,0.0,0.0,0.0,0.0,0.0
2024-07-18,561918,33054,47453,35304,0.2061,0.78,0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,0.0,0.0,0.0,0.5740412849187333,0.0,0.58975357303861,0.5680381380656078,0.0
2024-09-22,10600332,460884,1257,71046,0.0503,0.472,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.49691944267056587,0.0,0.5105208014242552,0.49172281227673104,0.5006478350055787
2024-08-07,8899878,342303,1886,33038,0.0424,-0.54,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,0.0,0.4981040695216953,0.5114991338302135,0.0,0.5009196182754576,0.0,0.4892243943668768,0.0
2024-02-01,3649322,214666,46156,48921,0.0849,0.323,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.5773238265014456,0.0,0.0,0.0,0.5733394043548028,0.5813597223473679,0.0,0.0
2024-01-31,13262844,473673,3267,66982,0.041,-0.629,1,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.7178232164863061,0.0,0.0,0.0,0.0,0.0,0.6962254159920145,0.0
2024-05-25,5741393,337729,23968,50819,0.0718,-0.187,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.44769123138722144,0.0,0.45399153933770936,0.4388100783790679,0.4446014734813219,0.45082090506093914,0.0,0.0
2024-05-20,5908068,492339,8602,63910,0.0956,0.118,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.4497473354392356,0.0,0.4560765787089743,0.44082539410777705,0.0,0.4528913827130394,0.43621537798708887,0.0
2024-07-10,2278759,325537,47293,25806,0.1749,0.878,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,0.4510093372457356,0.0,0.0,0.0,0.4478966793072015,0.45416220679157215,0.4374394087965324,0.44537915974671943
2024-10-31,5802783,276323,49855,72780,0.0688,0.459,1,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.4518766021508265,0.44623559814568037,0.0,0.44291242111902307,0.4487579587508646,0.0,0.0,0.44623559814568037
2024-09-09,10627584,442816,12105,57022,0.0482,0.346,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,0.0,0.4445981176918331,0.45655429460812885,0.0,0.0,0.4533657622892162,0.4366722903374447,0.4445981176918331
2024-02-25,4864300,194572,26915,29438,0.0516,0.748,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.7090968043290471,0.0,0.0,0.7051111416580602
2024-09-01,1208912,151114,20867,11670,0.1519,-0.999,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,0.44994679004041443,0.4443298768551785,0.45627884021214593,0.441020891993463,0.0,0.0,0.0,0.4443298768551785
2024-10-21,5735562,273122,2990,97906,0.0652,0.255,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.5740412849187333,0.0,0.58975357303861,0.5680381380656078,0.0
2024-08-22,743808,92976,341,42934,0.1832,-0.083,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7141548858132769,0.0,0.0,0.6999877135129056,0.0,0.0,0.0,0.0
2024-06-15,1191768,99314,48405,16280,0.1376,0.841,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
2024-11-28,1034688,86224,40219,77486,0.1971,-0.585,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.4560435930821111,0.0,0.4466110838801298,0.4528586274546966,0.436183828816704,0.4441007903424875
2024-07-04,8000013,470589,1139,76475,0.0685,-0.064,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.57839046709052,0.5711701265686469,0.0,0.0,0.0,0.582433819497431,0.0,0.0
2024-04-03,9698960,484948,41120,71129,0.0616,0.231,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.702178415688985,0.7120010340866839,0.0,0.0
2024-02-22,4361805,207705,33494,56831,0.0683,0.408,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,0.5871309941384782,0.0,0.0,0.5830305264123938,0.5615626420919122,0.0
2024-08-07,8775648,487536,39524,49650,0.0657,0.655,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0,0.7097446247699346,0.0,0.7044590602797189,0.0,0.0,0.0,0.0
2024-08-24,5807600,232304,29871,30677,0.0504,-0.909,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5031586004853426,0.4968774173768307,0.0,0.4931771038533174,0.0,0.5066760297205862,0.0,0.0
2024-10-21,9473628,498612,27564,72308,0.0632,0.821,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0,0.44767696831190074,0.0,0.44434305720610856,0.0,0.45650532901880164,0.43969625444879007,0.44767696831190074
2024-09-10,10251711,379693,36208,78389,0.0482,0.253,1,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,0.4528016123801482,0.44714906100480517,0.0,0.0,0.4496765849872271,0.0,0.4391777581176043,0.44714906100480517
2024-10-17,1584141,121857,1853,31028,0.0977,0.678,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0.5013352374952338,0.49507681634846346,0.5083904714627695,0.0,0.0,0.0,0.0,0.49507681634846346
2024-07-04,2259420,150628,9264,35555,0.0865,-0.102,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0.0,0.5762624467668755,0.0,0.0,0.5795197881802724,0.0,0.0,0.5762624467668755
2024-04-14,1112860,222572,36644,63628,0.2901,0.547,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.5078932736945281,0.5015529852674204,0.0,0.4978178521556333,0.0,0.0,0.49261182647227,0.0
2024-06-04,3360192,210012,27532,57416,0.0878,-0.24,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0,0.44494986114925006,0.4569154971856785,0.4416362591804021,0.4474649540860503,0.0,0.0,0.44494986114925006
2024-11-30,3491685,232779,16066,58227,0.0879,0.137,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,0.49844535311620686,0.0,0.4947333629625681,0.0,0.5082748857512711,0.0,0.49844535311620686
2024-02-13,2840050,113602,22805,75477,0.0746,0.67,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.44909056813935977,0.44348434360485317,0.45541056879733627,0.0,0.0,0.45223002415207986,0.43557837144276973,0.0
2024-04-19,10309970,468635,37258,45398,0.0535,-0.364,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0.7090968043290471,0.0,0.0,0.7051111416580602
2024-11-25,4062240,156240,196,90611,0.0608,-0.825,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.5711168129565389,0.5864753432423383,0.0,0.5743450685146929,0.0,0.0,0.0
2024-02-21,5560620,370708,20711,13683,0.0729,-0.415,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.0,0.5031657456791411,0.0,0.49941860212181344,0.0,0.0,0.49419583628861324,0.5031657456791411
2024-07-31,2694048,224504,23671,58818,0.114,0.866,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.44494986114925006,0.4569154971856785,0.4416362591804021,0.4474649540860503,0.0,0.0,0.44494986114925006
2024-12-04,4963830,496383,10239,57617,0.1137,0.357,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6976637318627725,0.7164253745110578,0.0,0.0,0.0,0.0,0.0
2024-03-26,5199795,192585,1056,75302,0.0517,0.199,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,0.45852218919694476,0.4431892234678496,0.449038414324278,0.0,0.43855448714818435,0.44651447734573685
2024-09-02,9447459,449879,32328,44758,0.0558,-0.437,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.5803494024437424,0.0,0.5885165937978092,0.0,0.0,0.0,0.5628879017245046,0.0
2024-10-04,9336033,444573,29969,308,0.0509,0.412,1,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,0.4471692490786171,0.0,0.44383911902682205,0.4496968871747546,0.4559875973684259,0.4391975862996819,0.0
2024-11-27,267638,38234,27328,71763,0.5131,-0.715,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.4942062173994749,0.5074964602800286,0.0,0.0,0.5039521526599994,0.0,0.4942062173994749
2024-11-10,1135495,227099,14335,70428,0.2746,-0.822,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.5049377189273292,0.4986343261841314,0.0,0.4949209287224235,0.5014528722301795,0.0,0.0,0.0
2024-10-20,5110404,425867,10853,55756,0.0964,0.878,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.5735706014453743,0.5889951192559071,0.5692991433774613,0.0,0.0,0.0,0.0
2024-03-14,3775824,235989,48008,20390,0.0806,-0.67,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.0,0.4990135162065457,0.0,0.0,0.5018342056359958,0.5088542532346364,0.4901176283933166,0.0
2024-07-16,8572564,306163,16572,3359,0.038,-0.317,1,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,0.7141548858132769,0.0,0.0,0.6999877135129056,0.0,0.0,0.0,0.0
2024-05-10,1453872,207696,40451,97058,0.2374,-0.507,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.0,0.5749604445759215,0.0,0.5706786361576975,0.0,0.5862988840226877,0.0,0.0
2024-02-19,726765,55905,31354,76778,0.2257,0.502,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.44651447734573685,0.45852218919694476,0.4431892234678496,0.449038414324278,0.0,0.43855448714818435,0.0
2024-08-12,2523381,360483,44046,31955,0.173,-0.411,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,0.5856151791021516,0.5783046488488348,0.0,0.0,0.0,0.0,0.5679952421675563,0.0
2024-12-22,4586526,218406,19743,10704,0.0543,-0.986,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.45085997567796227,0.4452316627348846,0.4572048770076552,0.0,0.0,0.0,0.4372945412062012,0.4452316627348846
2024-04-21,3089136,193071,12397,44725,0.081,-0.178,1,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0.0,0.4452515922066624,0.4572253424247754,0.4419357432057032,0.0,0.45403212357092887,0.4373141153963296,0.0
2024-02-03,5908078,268549,32731,18783,0.0542,0.791,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.5810975122241011,0.0,0.0,0.0,0.5770870458432217,0.0,0.0,0.5738433782896726
2024-08-11,2441740,122087,20571,67767,0.0862,-0.457,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.0,0.0,0.0,0.7108137486232681,0.0,0.0,0.7033802774944272,0.0
2024-04-15,1746724,249532,26182,4766,0.1606,-0.316,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,0.0,0.49593484454821213,0.5092715738424284,0.0,0.4987381316903065,0.0,0.0,0.49593484454821213
2024-02-25,2680224,111676,29528,71089,0.0792,-0.76,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,0.0,0.0,0.5829501529468796,0.0,0.5693397206189804,0.5796735302777858
2024-08-12,6451992,268833,34817,93665,0.0616,-0.424,1,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,0.0,0.0,0.5878997983934308,0.5682404500057421,0.5757400611614891,0.0,0.0,0.0
2024-10-09,1681668,93426,40958,65786,0.119,0.192,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.0,0.0,0.5097007074710146,0.0,0.0,0.5061410055956025,0.48750428579151295,0.49635274008826274
2024-05-11,728028,26001,23581,31509,0.1114,-0.767,0,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0.579087887476051,0.587188619726309,0.5655676294152951,0.0
2024-07-04,5570080,278504,35445,95083,0.0734,-0.564,1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.7090968043290471,0.0,0.0,0.7051111416580602
2024-03-13,4315050,172602,1992,25106,0.0463,0.642,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.0,0.0,0.0,0.44383911902682205,0.4496968871747546,0.4559875973684259,0.4391975862996819,0.4471692490786171
2024-06-05,2313871,330553,45932,75415,0.1953,-0.178,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0.0,0.44320584474979424,0.4551245805232952,0.43990523070763093,0.4457110795796235,0.4519460331932878,0.0,0.0
2024-02-07,1698588,141549,7352,33777,0.1075,0.653,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,0.0,0.7044590602797189,0.0,0.0,0.0,0.7097446247699346
2024-07-25,5651616,332448,20676,55162,0.0722,-0.849,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0.4518766021508265,0.44623559814568037,0.0,0.44291242111902307,0.4487579587508646,0.0,0.0,0.44623559814568037
2024-03-27,6660872,391816,47164,20923,0.069,0.17,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.0,0.0,0.719026688264767,0.6949824613348178,0.0,0.0,0.0,0.0
2024-05-08,6784800,339240,16973,30267,0.057,0.567,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.4539911873116626,0.4483237858712328,0.0,0.4449850578273421,0.0,0.0,0.4403315412253746,0.4483237858712328
2024-04-22,6517232,407327,2871,5899,0.0638,-0.793,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,0.5856151791021516,0.0,0.0,0.0,0.0,0.0,0.5679952421675563,0.5783046488488348
2024-11-24,1986780,165565,10961,50043,0.114,-0.407,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,0.0,0.49352341896842217,0.5067952999654792,0.0,0.4963130754523842,0.5032558891832415,0.0,0.0
2024-03-21,4652960,357920,41696,69498,0.1008,-0.936,1,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.0,0.0,0.0,0.7044590602797189,0.0,0.0,0.0,0.7097446247699346
2024-03-28,5579559,293661,22489,83640,0.0717,-0.711,1,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.7090968043290471,0.0,0.0,0.7051111416580602
2024-07-09,11252020,432770,1592,54711,0.0435,-0.547,1,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.45060014042313656,0.44497507113486684,0.0,0.4416612814238366,0.0,0.4537501493980411,0.0,0.44497507113486684
2024-03-10,9805770,338130,18821,85825,0.0452,0.155,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,0.0,0.0,0.5102034507612782,0.4931422654801692,0.49965073427278694,0.0,0.0,0.4968423176109652
2024-12-06,6357723,334617,34222,20885,0.0613,0.641,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.5062293317804264,0.4999098151811964,0.0,0.0,0.5027355709684932,0.0,0.4909979490930977,0.0
2024-09-26,4766900,238345,43623,83949,0.0768,-0.275,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.5010593858569637,0.0,0.5081107377956636,0.0,0.0,0.5045621401191516,0.48598355603844273,0.0
2024-04-03,3686450,216850,37397,59994,0.0852,-0.831,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5028162515535622,0.0,0.5098923276640578,0.0,0.4993460462434461,0.0,0.4876875613176865,0.0
2024-01-13,787720,78772,594,86445,0.2105,0.131,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.0,0.0,0.7144568579223042,0.0,0.6996794967467522,0.0,0.0,0.0
2024-07-15,4506211,237169,42227,49224,0.0729,0.647,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,0.4437001681884706,0.45563219735717836,0.44039587285260956,0.0,0.452450104878873,0.0,0.4437001681884706
2024-04-04,9622350,384894,49425,75505,0.053,-0.592,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,0.4518766021508265,0.44623559814568037,0.0,0.44291242111902307,0.4487579587508646,0.0,0.0,0.44623559814568037
2024-07-10,2949387,140447,28682,13270,0.0618,-0.158,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.4497473354392356,0.0,0.4560765787089743,0.44082539410777705,0.0,0.4528913827130394,0.43621537798708887,0.0
